bill 已知	账单法案
stalked 未知	翻译出错，请更新
stammered 未知	翻译出错，请更新
stammering 未知	翻译出错，请更新
stamp 未知	翻译出错，请更新
stamped 未知	翻译出错，请更新
standingground 未知	翻译出错，请更新
standup 未知	翻译出错，请更新
starch 未知	翻译出错，请更新
startle 未知	翻译出错，请更新
starvation 未知	翻译出错，请更新
starve 未知	翻译出错，请更新
stateliness 未知	翻译出错，请更新
statesmanship 未知	翻译出错，请更新
stating 未知	翻译出错，请更新
stationers 未知	翻译出错，请更新
status 未知	翻译出错，请更新
stauncher 未知	翻译出错，请更新
staunchest 未知	翻译出错，请更新
stave 未知	翻译出错，请更新
stays 未知	翻译出错，请更新
steadygoing 未知	翻译出错，请更新
steamed 未知	翻译出错，请更新
steamers 未知	翻译出错，请更新
steed 未知	翻译出错，请更新
steep 未知	翻译出错，请更新
steeplechases 未知	翻译出错，请更新
steer 未知	翻译出错，请更新
stepper 未知	翻译出错，请更新
steppingstone 未知	翻译出错，请更新
sternly 未知	翻译出错，请更新
sticking 未知	翻译出错，请更新
stiffened 未知	翻译出错，请更新
stiffnecked 未知	翻译出错，请更新
stilted 未知	翻译出错，请更新
stinking 未知	翻译出错，请更新
stint 未知	翻译出错，请更新
stipulated 未知	翻译出错，请更新
stipulations 未知	翻译出错，请更新
stockings 未知	翻译出错，请更新
stomachs 未知	翻译出错，请更新
stonecutters 未知	翻译出错，请更新
stops 未知	翻译出错，请更新
straggled 未知	翻译出错，请更新
straitlaced 未知	翻译出错，请更新
stratagem 未知	翻译出错，请更新
strawberry 未知	翻译出错，请更新
straws 未知	翻译出错，请更新
streak 未知	翻译出错，请更新
strengthen 未知	翻译出错，请更新
strengthening 未知	翻译出错，请更新
stricken 未知	翻译出错，请更新
string 未知	翻译出错，请更新
stripped 未知	翻译出错，请更新
stroll 未知	翻译出错，请更新
stronghold 未知	翻译出错，请更新
stubborn 未知	翻译出错，请更新
stubbornness 未知	翻译出错，请更新
stud 未知	翻译出错，请更新
studious 未知	翻译出错，请更新
studiously 未知	翻译出错，请更新
studying 未知	翻译出错，请更新
stuff 未知	翻译出错，请更新
stuffed 未知	翻译出错，请更新
stultifying 未知	翻译出错，请更新
stumblingblock 未知	翻译出错，请更新
sturdily 未知	翻译出错，请更新
stuttering 未知	翻译出错，请更新
submission 未知	翻译出错，请更新
subscription 未知	翻译出错，请更新
subsequently 未知	翻译出错，请更新
subside 未知	翻译出错，请更新
substance 未知	翻译出错，请更新
substantial 未知	翻译出错，请更新
substantially 未知	翻译出错，请更新
substantiated 未知	翻译出错，请更新
substratum 未知	翻译出错，请更新
suburban 未知	翻译出错，请更新
succeeds 未知	翻译出错，请更新
successive 未知	翻译出错，请更新
succour 未知	翻译出错，请更新
succumbed 未知	翻译出错，请更新
suchlike 未知	翻译出错，请更新
sucked 未知	翻译出错，请更新
suckled 未知	翻译出错，请更新
suffices 未知	翻译出错，请更新
sufficiency 未知	翻译出错，请更新
suffused 未知	翻译出错，请更新
suggesting 未知	翻译出错，请更新
suggestions 未知	翻译出错，请更新
suggestive 未知	翻译出错，请更新
suicidal 未知	翻译出错，请更新
sulkily 未知	翻译出错，请更新
sulking 未知	翻译出错，请更新
sullen 未知	翻译出错，请更新
sullenness 未知	翻译出错，请更新
summon 未知	翻译出错，请更新
summoning 未知	翻译出错，请更新
sums 未知	翻译出错，请更新
sung 未知	翻译出错，请更新
sunk 未知	翻译出错，请更新
sunken 未知	翻译出错，请更新
suns 未知	翻译出错，请更新
superfluous 未知	翻译出错，请更新
superintend 未知	翻译出错，请更新
superiority 未知	翻译出错，请更新
superseded 未知	翻译出错，请更新
supper 未知	翻译出错，请更新
supplemented 未知	翻译出错，请更新
suppliant 未知	翻译出错，请更新
supplied 未知	翻译出错，请更新
supply 未知	翻译出错，请更新
supports 未知	翻译出错，请更新
supremacy 未知	翻译出错，请更新
surface 未知	翻译出错，请更新
surmises 未知	翻译出错，请更新
surrendering 未知	翻译出错，请更新
surrounded 未知	翻译出错，请更新
surveyed 未知	翻译出错，请更新
susceptibilities 未知	翻译出错，请更新
susceptible 未知	翻译出错，请更新
suspicions 未知	翻译出错，请更新
swain 未知	翻译出错，请更新
swallowing 未知	翻译出错，请更新
swallowtail 未知	翻译出错，请更新
sway 未知	翻译出错，请更新
sweets 未知	翻译出错，请更新
swelled 未知	翻译出错，请更新
swept 未知	翻译出错，请更新
swerved 未知	翻译出错，请更新
swim 未知	翻译出错，请更新
swimming 未知	翻译出错，请更新
swine 未知	翻译出错，请更新
swing 未知	翻译出错，请更新
swinging 未知	翻译出错，请更新
swords 未知	翻译出错，请更新
syllable 未知	翻译出错，请更新
symmetry 未知	翻译出错，请更新
sympathetic 未知	翻译出错，请更新
sympathetically 未知	翻译出错，请更新
sympathised 未知	翻译出错，请更新
sympathiser 未知	翻译出错，请更新
symptoms 未知	翻译出错，请更新
syne 未知	翻译出错，请更新
systematically 未知	翻译出错，请更新
ta 未知	翻译出错，请更新
tabooed 未知	翻译出错，请更新
tack 未知	翻译出错，请更新
tact 未知	翻译出错，请更新
tales 未知	翻译出错，请更新
tallowchandlers 未知	翻译出错，请更新
tame 未知	翻译出错，请更新
tamed 未知	翻译出错，请更新
taming 未知	翻译出错，请更新
targed 未知	翻译出错，请更新
target 未知	翻译出错，请更新
taunt 未知	翻译出错，请更新
taxed 未知	翻译出错，请更新
taxes 未知	翻译出错，请更新
teadrinking 未知	翻译出错，请更新
tearing 未知	翻译出错，请更新
tease 未知	翻译出错，请更新
teatime 未知	翻译出错，请更新
teen 未知	翻译出错，请更新
tellers 未知	翻译出错，请更新
telltale 未知	翻译出错，请更新
telltales 未知	翻译出错，请更新
temperament 未知	翻译出错，请更新
temples 未知	翻译出错，请更新
temporarily 未知	翻译出错，请更新
temptations 未知	翻译出错，请更新
temptress 未知	翻译出错，请更新
tenants 未知	翻译出错，请更新
tenderest 未知	翻译出错，请更新
tending 未知	翻译出错，请更新
tens 未知	翻译出错，请更新
tense 未知	翻译出错，请更新
tenure 未知	翻译出错，请更新
teres 未知	翻译出错，请更新
terrified 未知	翻译出错，请更新
terris 未知	翻译出错，请更新
territory 未知	翻译出错，请更新
tested 未知	翻译出错，请更新
thankye 未知	翻译出错，请更新
thatll 未知	翻译出错，请更新
thaw 未知	翻译出错，请更新
theft 未知	翻译出错，请更新
thereabouts 未知	翻译出错，请更新
thered 未知	翻译出错，请更新
therein 未知	翻译出错，请更新
therell 未知	翻译出错，请更新
thermometer 未知	翻译出错，请更新
theys 未知	翻译出错，请更新
thieves 未知	翻译出错，请更新
thinker 未知	翻译出错，请更新
thinness 未知	翻译出错，请更新
thirst 未知	翻译出错，请更新
thirsty 未知	翻译出错，请更新
thirteen 未知	翻译出错，请更新
thirtyfive 未知	翻译出错，请更新
thorns 未知	翻译出错，请更新
thoughtfully 未知	翻译出错，请更新
thrashing 未知	翻译出错，请更新
thread 未知	翻译出错，请更新
threats 未知	翻译出错，请更新
threecornered 未知	翻译出错，请更新
throats 未知	翻译出错，请更新
throbbing 未知	翻译出错，请更新
throne 未知	翻译出错，请更新
thrue 未知	翻译出错，请更新
thrust 未知	翻译出错，请更新
thry 未知	翻译出错，请更新
thumb 未知	翻译出错，请更新
thumbs 未知	翻译出错，请更新
thundering 未知	翻译出错，请更新
thwart 未知	翻译出错，请更新
tide 未知	翻译出错，请更新
tidewaiterships 未知	翻译出错，请更新
tight 未知	翻译出错，请更新
tightly 未知	翻译出错，请更新
timid 未知	翻译出错，请更新
tint 未知	翻译出错，请更新
tipsy 未知	翻译出错，请更新
tire 未知	翻译出错，请更新
titles 未知	翻译出错，请更新
toadies 未知	翻译出错，请更新
toast 未知	翻译出错，请更新
toasting 未知	翻译出错，请更新
tobacco 未知	翻译出错，请更新
toil 未知	翻译出错，请更新
toiled 未知	翻译出错，请更新
token 未知	翻译出错，请更新
tolerably 未知	翻译出错，请更新
tolerant 未知	翻译出错，请更新
tonights 未知	翻译出错，请更新
tools 未知	翻译出错，请更新
torment 未知	翻译出错，请更新
tormented 未知	翻译出错，请更新
torn 未知	翻译出错，请更新
tortured 未知	翻译出错，请更新
tossed 未知	翻译出错，请更新
total 未知	翻译出错，请更新
totally 未知	翻译出错，请更新
totus 未知	翻译出错，请更新
touches 未知	翻译出错，请更新
tower 未知	翻译出错，请更新
towncrier 未知	翻译出错，请更新
track 未知	翻译出错，请更新
tractable 未知	翻译出错，请更新
tradesman 未知	翻译出错，请更新
tradition 未知	翻译出错，请更新
traditional 未知	翻译出错，请更新
tragic 未知	翻译出错，请更新
trained 未知	翻译出错，请更新
traitors 未知	翻译出错，请更新
translated 未知	翻译出错，请更新
translating 未知	翻译出错，请更新
tratement 未知	翻译出错，请更新
treacherous 未知	翻译出错，请更新
treasures 未知	翻译出错，请更新
tremble 未知	翻译出错，请更新
trembled 未知	翻译出错，请更新
trembling 未知	翻译出错，请更新
tremendous 未知	翻译出错，请更新
tremens 未知	翻译出错，请更新
tremulous 未知	翻译出错，请更新
tremulously 未知	翻译出错，请更新
trepidation 未知	翻译出错，请更新
tress 未知	翻译出错，请更新
trialground 未知	翻译出错，请更新
trials 未知	翻译出错，请更新
tries 未知	翻译出错，请更新
trifles 未知	翻译出错，请更新
tripping 未知	翻译出错，请更新
trips 未知	翻译出错，请更新
trite 未知	翻译出错，请更新
triumphing 未知	翻译出错，请更新
triumphings 未知	翻译出错，请更新
trivial 未知	翻译出错，请更新
trodden 未知	翻译出错，请更新
troop 未知	翻译出错，请更新
trot 未知	翻译出错，请更新
troth 未知	翻译出错，请更新
trousers 未知	翻译出错，请更新
